"","code","idnum","pair","candidate","at.run","at.asso","at.press","at.presaut","at.vote","selected","woman","socideo","partyid","reg","trustfed","income.n","educ.n","polknow","vote.selling"
"9963","997-2-1",997,2,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,3,3,1,3,1,4,0.341072297629135,0
"9964","997-2-2",997,2,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,2,3,3,1,3,1,4,0.341072297629135,0
"9965","997-3-1",997,3,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,3,3,1,3,1,4,0.341072297629135,0
"9966","997-3-2",997,3,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,3,1,3,1,4,0.341072297629135,0
"9967","997-4-1",997,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,3,3,1,3,1,4,0.341072297629135,0
"9968","997-4-2",997,4,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,2,3,3,1,3,1,4,0.341072297629135,0
"9969","997-5-1",997,5,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,3,3,1,3,1,4,0.341072297629135,0
"9970","997-5-2",997,5,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,2,3,3,1,3,1,4,0.341072297629135,0
"9971","998-1-1",998,1,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,3,1,1,2,4,5,1.35233957898046,0
"9972","998-1-2",998,1,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,2,3,1,1,2,4,5,1.35233957898046,0
"9973","998-2-1",998,2,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,1,1,2,4,5,1.35233957898046,0
"9974","998-2-2",998,2,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,2,3,1,1,2,4,5,1.35233957898046,0
"9975","998-3-1",998,3,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,1,1,2,4,5,1.35233957898046,0
"9976","998-3-2",998,3,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,2,3,1,1,2,4,5,1.35233957898046,0
"9977","998-4-1",998,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,1,1,2,4,5,1.35233957898046,0
"9978","998-4-2",998,4,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,2,3,1,1,2,4,5,1.35233957898046,0
"9979","998-5-1",998,5,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,1,1,2,4,5,1.35233957898046,0
"9980","998-5-2",998,5,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,3,1,1,2,4,5,1.35233957898046,0
"9981","999-1-1",999,1,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,1,4,2,2,3,8,4,0.731449678226085,0
"9982","999-1-2",999,1,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,1,4,2,2,3,8,4,0.731449678226085,0
"9983","999-2-1",999,2,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,1,4,2,2,3,8,4,0.731449678226085,0
"9984","999-2-2",999,2,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,1,4,2,2,3,8,4,0.731449678226085,0
"9985","999-3-1",999,3,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,4,2,2,3,8,4,0.731449678226085,0
"9986","999-3-2",999,3,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,1,4,2,2,3,8,4,0.731449678226085,0
"9987","999-4-1",999,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,4,2,2,3,8,4,0.731449678226085,0
"9988","999-4-2",999,4,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,4,2,2,3,8,4,0.731449678226085,0
"9989","999-5-1",999,5,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,4,2,2,3,8,4,0.731449678226085,0
"9990","999-5-2",999,5,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,4,2,2,3,8,4,0.731449678226085,0
"9991","1000-1-1",1000,1,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,3,3,1,3,7,6,1.32412324669572,1
"9992","1000-1-2",1000,1,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,3,3,1,3,7,6,1.32412324669572,1
"9993","1000-2-1",1000,2,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,3,3,1,3,7,6,1.32412324669572,1
"9994","1000-2-2",1000,2,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,3,3,1,3,7,6,1.32412324669572,1
"9995","1000-3-1",1000,3,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,3,3,1,3,7,6,1.32412324669572,1
"9996","1000-3-2",1000,3,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,3,3,1,3,7,6,1.32412324669572,1
"9997","1000-4-1",1000,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,3,3,1,3,7,6,1.32412324669572,1
"9998","1000-4-2",1000,4,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,3,3,1,3,7,6,1.32412324669572,1
"9999","1000-5-1",1000,5,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,1,3,3,1,3,7,6,1.32412324669572,1
"10000","1000-5-2",1000,5,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,1,3,3,1,3,7,6,1.32412324669572,1
"10001","1001-1-1",1001,1,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,3,1,3,8,2,0.417071812864927,0
"10002","1001-1-2",1001,1,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,3,3,1,3,8,2,0.417071812864927,0
"10003","1001-2-1",1001,2,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,2,3,3,1,3,8,2,0.417071812864927,0
"10004","1001-2-2",1001,2,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,3,3,1,3,8,2,0.417071812864927,0
"10005","1001-3-1",1001,3,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,3,3,1,3,8,2,0.417071812864927,0
"10006","1001-3-2",1001,3,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,3,1,3,8,2,0.417071812864927,0
"10007","1001-4-1",1001,4,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,3,3,1,3,8,2,0.417071812864927,0
"10008","1001-4-2",1001,4,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,3,1,3,8,2,0.417071812864927,0
"10009","1001-5-1",1001,5,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,3,3,1,3,8,2,0.417071812864927,0
"10010","1001-5-2",1001,5,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,3,3,1,3,8,2,0.417071812864927,0
"10011","1002-1-1",1002,1,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,1,2,1,2,2,2,0.336919713578024,0
"10012","1002-1-2",1002,1,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,1,1,2,1,2,2,2,0.336919713578024,0
"10013","1002-2-1",1002,2,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,1,2,1,2,2,2,0.336919713578024,0
"10014","1002-2-2",1002,2,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,1,2,1,2,2,2,0.336919713578024,0
"10015","1002-3-1",1002,3,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,1,2,1,2,2,2,0.336919713578024,0
"10016","1002-3-2",1002,3,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,1,2,1,2,2,2,0.336919713578024,0
"10017","1002-4-1",1002,4,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,1,2,1,2,2,2,0.336919713578024,0
"10018","1002-4-2",1002,4,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,1,2,1,2,2,2,0.336919713578024,0
"10019","1002-5-1",1002,5,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,1,1,2,1,2,2,2,0.336919713578024,0
"10020","1002-5-2",1002,5,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,1,1,2,1,2,2,2,0.336919713578024,0
"10021","1003-1-1",1003,1,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,2,1,1,1,3,1,2,1.64059953777576,0
"10022","1003-1-2",1003,1,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,1,1,1,3,1,2,1.64059953777576,0
"10023","1003-2-1",1003,2,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,2,1,1,1,3,1,2,1.64059953777576,0
"10024","1003-2-2",1003,2,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,2,1,1,1,3,1,2,1.64059953777576,0
"10025","1003-3-1",1003,3,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,1,1,1,3,1,2,1.64059953777576,0
"10026","1003-3-2",1003,3,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,2,1,1,1,3,1,2,1.64059953777576,0
"10027","1003-4-1",1003,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,1,1,1,3,1,2,1.64059953777576,0
"10028","1003-4-2",1003,4,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,2,1,1,1,3,1,2,1.64059953777576,0
"10029","1003-5-1",1003,5,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,1,1,1,3,1,2,1.64059953777576,0
"10030","1003-5-2",1003,5,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,2,1,1,1,3,1,2,1.64059953777576,0
"10031","1004-1-1",1004,1,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,5,2,1,1,10,5,1.14507675681545,0
"10032","1004-1-2",1004,1,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,1,5,2,1,1,10,5,1.14507675681545,0
"10033","1004-2-1",1004,2,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,5,2,1,1,10,5,1.14507675681545,0
"10034","1004-2-2",1004,2,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,1,5,2,1,1,10,5,1.14507675681545,0
"10035","1004-3-1",1004,3,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,5,2,1,1,10,5,1.14507675681545,0
"10036","1004-3-2",1004,3,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,1,5,2,1,1,10,5,1.14507675681545,0
"10037","1004-4-1",1004,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,5,2,1,1,10,5,1.14507675681545,0
"10038","1004-4-2",1004,4,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,5,2,1,1,10,5,1.14507675681545,0
"10039","1004-5-1",1004,5,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,5,2,1,1,10,5,1.14507675681545,0
"10040","1004-5-2",1004,5,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,5,2,1,1,10,5,1.14507675681545,0
"10041","1005-1-1",1005,1,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,2,1,1,1,3,7,7,0.612589176182801,0
"10042","1005-1-2",1005,1,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,1,1,1,3,7,7,0.612589176182801,0
"10043","1005-2-1",1005,2,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,1,1,1,3,7,7,0.612589176182801,0
"10044","1005-2-2",1005,2,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,2,1,1,1,3,7,7,0.612589176182801,0
"10045","1005-3-1",1005,3,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",1,2,1,1,1,3,7,7,0.612589176182801,0
"10046","1005-3-2",1005,3,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,2,1,1,1,3,7,7,0.612589176182801,0
"10047","1005-4-1",1005,4,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,2,1,1,1,3,7,7,0.612589176182801,0
"10048","1005-4-2",1005,4,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,2,1,1,1,3,7,7,0.612589176182801,0
"10049","1005-5-1",1005,5,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,2,1,1,1,3,7,7,0.612589176182801,0
"10050","1005-5-2",1005,5,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,2,1,1,1,3,7,7,0.612589176182801,0
"10051","1006-1-1",1006,1,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,3,3,1,2,13,6,0.862911797626402,0
"10052","1006-1-2",1006,1,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,3,3,1,2,13,6,0.862911797626402,0
"10053","1006-2-1",1006,2,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",0,1,3,3,1,2,13,6,0.862911797626402,0
"10054","1006-2-2",1006,2,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,3,3,1,2,13,6,0.862911797626402,0
"10055","1006-3-1",1006,3,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,3,3,1,2,13,6,0.862911797626402,0
"10056","1006-3-2",1006,3,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,3,3,1,2,13,6,0.862911797626402,0
"10057","1006-4-1",1006,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,3,3,1,2,13,6,0.862911797626402,0
"10058","1006-4-2",1006,4,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,3,3,1,2,13,6,0.862911797626402,0
"10059","1006-5-1",1006,5,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,3,3,1,2,13,6,0.862911797626402,0
"10060","1006-5-2",1006,5,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,1,3,3,1,2,13,6,0.862911797626402,0
"10061","1007-1-1",1007,1,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,1,3,1,1,10,6,0.696917545321338,0
"10062","1007-1-2",1007,1,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,1,3,1,1,10,6,0.696917545321338,0
"10063","1007-2-1",1007,2,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",0,1,1,3,1,1,10,6,0.696917545321338,0
"10064","1007-2-2",1007,2,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,1,1,3,1,1,10,6,0.696917545321338,0
"10065","1007-3-1",1007,3,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,1,3,1,1,10,6,0.696917545321338,0
"10066","1007-3-2",1007,3,2,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,1,3,1,1,10,6,0.696917545321338,0
"10067","1007-4-1",1007,4,1,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,1,3,1,1,10,6,0.696917545321338,0
"10068","1007-4-2",1007,4,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,1,1,3,1,1,10,6,0.696917545321338,0
"10069","1007-5-1",1007,5,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,1,3,1,1,10,6,0.696917545321338,0
"10070","1007-5-2",1007,5,2,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,1,3,1,1,10,6,0.696917545321338,0
"10071","1008-1-1",1008,1,1,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,3,3,1,3,14,7,0.598718980366231,0
"10072","1008-1-2",1008,1,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CANNOT rule without Congress","Citizens CAN vote in the next two elections",1,1,3,3,1,3,14,7,0.598718980366231,0
"10073","1008-2-1",1008,2,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",1,1,3,3,1,3,14,7,0.598718980366231,0
"10074","1008-2-2",1008,2,2,"Citizens CAN run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CAN confront the Government","President CANNOT rule without Congress","Citizens CANNOT vote in the next two elections",0,1,3,3,1,3,14,7,0.598718980366231,0
"10075","1008-3-1",1008,3,1,"Citizens CANNOT run for office for the next two elections","Citizens CANNOT associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,3,3,1,3,14,7,0.598718980366231,0
"10076","1008-3-2",1008,3,2,"Citizens CAN run for office for the next two elections","Citizens CAN associate with others and form groups","Media CANNOT confront the Government","President CAN rule without Congress","Citizens CAN vote in the next two elections",1,1,3,3,1,3,14,7,0.598718980366231,0
"10077","1008-4-1",1008,4,1,"Citizens CANNOT run for office for the next two elections","Citizens CAN associate with others and form groups","Media CAN confront the Government","President CAN rule without Congress","Citizens CANNOT vote in the next two elections",0,1,3,3,1,3,14,7,0.598718980366231,0
